电影名称,评论者,评分等级,评论日期,点赞数,评论内容
银翼杀手,傻乐的猫,推荐, 2017-10-17 21:18:56 ,3,和那些邵氏片比，这才是古龙电影啊。多情剑客无情剑要拍成这样才算数。
银翼杀手,拔剑四顾心茫然,推荐, 2023-11-29 19:55:02 ,6,幽暗而漫长的夜晚，潮湿冰冷的街道，在霓虹灯与蒸汽中行色匆匆的人群，眼花缭乱的字体与电子信息分布在城市的每个角落，大雨仿佛于天堂洒落，永无休止，随着一声枪响，一只白鸽飞过夜空，有一些超越人性的诗意消亡了。这便是雷德利·斯科特眼里的科幻：人们创造出无穷无尽的科技，自以为了解世界的真理，却仍旧陷入巨大的孤独之中。动物是仿造的，人也是仿造的，一切都是那么华美而破碎，真实在这个世界中成了身份与地位的象征。而正因为如此，当一个仿生人拥有超越人类的情感，他注定是要毁灭的，所以银翼杀手的故事讲述的是神之死。故事整体很沉闷，直到罗伊说出那段震人心魄的独白，整个故事才充盈起来，仿佛那漫长的追杀只为了这一天启般的瞬间：我看见太空战舰在猎户星座旁熊熊燃烧，无尽光芒在混沌的星门闪耀。过往转瞬即逝，就像泪水消失在雨中。
银翼杀手,给艾德林的诗,推荐, 2016-10-05 23:43:22 ,5,创造了一种科幻片的质感，温柔细腻的展示一个未来，成为科幻史的一盏长明灯，任何像它的都可以被贴上优秀的标签；文艺悲情的叙说一种哲理，诞生的意志个体只能算半个生命，经历过真正光辉璀璨历程之后终到来的毁灭，才能使生命的定义划上另外半个符号.
银翼杀手,九尾黑猫,推荐, 2009-05-28 15:57:36 ,7,time to die....好文艺哈~不错不错
银翼杀手,私享史,还行, 2020-02-22 12:39:43 ,5,7分。非常喜欢片中的复古场景设计，洛杉矶著名的Bradbury Building和Union Station这类老建筑放在片中实在很搭。但是在如此宏大眩目的未来城市场景里，竟然到处充斥着极其过时的霓虹灯广告牌、CRT荧光显示屏，实在太违和了！复古和过时不是一码事，后者是缺乏想象力的表现。
银翼杀手,Vincent Lan,力荐, 2019-04-22 23:32:51 ,3,二刷。要有什么样的远见和执行力才能不仅开创一个类型，而且让开山之作就成为集大成之作？斯科特依靠只有好莱坞具备的资源来让菲利普迪克，Syd Mead，Vangelis，Douglas Trumbull，和哈里森福特的天才均为其所用，而他自己的天才就是给了电影梦境般的作者气息，让这么庞大的作品看上去就像一人所为。
银翼杀手,vivi,推荐, 2017-10-22 09:27:11 ,4,今天看它，既是过去，亦是未来。片中那些城市建筑和街道的细节，人物身上散发的体味，配乐和音效，说的都是时间和时刻。
银翼杀手,YQY-Vader,推荐, 2017-02-18 01:44:27 ,2,80年代有如此对人类文明探索之深的电影，厉害，这种风格是现在的科技片像模仿却因科技过发达而学不来的，就像人类与人造人，进化的过快必有弊端。东方风格与西方哲学完美融合，末世与惊悚氛围营造的很好，配乐是大加分项。这个故事格局很大，接下来就看维伦纽瓦能否把控续集了
银翼杀手,夜神月的猫,还行, 2017-11-02 13:49:33 ,2,全片昏暗的调调让人透不过气，有些观影过程有些难受。最震撼的是，反派复制人把男主逼入绝境却救了男主，然后跪死在男主面前。因为男主是复制人最后的希望：纵然你将会被人类追杀，也要坚强的活下去！
银翼杀手,石头摇篮,力荐, 2017-11-12 09:53:45 ,4,35年前人类对末日景象的想象是太阳不再，雨下个不停，地球表面肮脏已极。现在人们一致公认的末日景象是沙尘暴。呵呵，此乃中国贡献。35年前能拍出这样的片子，是真牛。
银翼杀手,墨梓,力荐, 2011-01-22 15:01:26 ,4,2017.5。第十次重看。每一次都有新发现，每一次都被光影和镜头语言深深震撼，被音乐和表演深深吸引。大概对赛博朋克着迷的源头就在这里吧。
银翼杀手,Rábano,力荐, 2017-10-28 20:42:30 ,4,"9.6/10
个人科幻片最佳，cult片最佳。该片令人惊叹的美学设计，完美运用的光影色彩，摄影有多好我也不夸了，在视觉效果方面达到了极致，前半段塑造了一个叹为观止的科幻新世界，后半段慢慢引出影片内核。结尾升华更是完美ending。"
银翼杀手,看守煙霧的人,还行, 2017-10-07 02:21:14 ,2,補完。賽巴斯汀的家好cult驚艷了我！愛情戲只是邊邊角角，瑞秋哭了就愛上了麼？不過影像敘述很精緻，彈琴那場太美了！至少感覺所有人物的情感都有溫度。最後對戰太血腥，快要看不下去。摺紙的收場很讚。1007천장관
银翼杀手,二月鸟语,力荐, 2013-06-29 17:09:05 ,4,8.8~最爱的科幻片之一了，也是一部在一堆呼噜声中看完激动半天的片子。斯科特的节奏控制简直惊艳，声音的使用太出彩，代入感很棒。
银翼杀手,渐进均分,力荐, 2017-02-08 22:04:09 ,4,"钉痕的手放飞白鸽，与雨中归于沉寂。
//c220二刷，宗教意味太浓，Roy不正是Christ吗？"
银翼杀手,话事人,力荐, 2009-10-22 22:58:50 ,4,邵氏投资，其实说句实话，本片除了惊叹那当时的想象力和制作，五星大多是感情分
银翼杀手,月球漫舞者,力荐, 2008-09-07 09:25:57 ,1,bjiff6 # 26。4k修复重看。以前看印象最深的是浓浓的绝望与压抑。这次重看，感受到的更多是希望和美，复制人追求生命的延续的努力，全夜景光怪陆离的末世氛围的暗黑美感，还有Vangelis入神的电子乐中插入的一首萨克斯风的Love Theme神来一笔，简直美到让人流泪
银翼杀手,耄,力荐, 2022-09-11 14:30:05 ,7,太好看了，科幻的holy grail就是对于哲学的思索，这片子根本不该有第二部……超前的赛博朋克想象力，最后一战的 tears in rain，对于生命灵魂的思考……后劲炸了
银翼杀手,小艺,推荐, 2010-12-29 21:30:45 ,1,ALL those moments will be lost in time like tears in the rain 
银翼杀手,一條魚佔滿了河,推荐, 2011-10-29 21:48:09 ,0,人類電影史上最偉大的科幻電影之一。Ridley Scott導演在我看來是一個江郎式的人物，他能在早期接連貢獻出《Alien》和本片這種載入影史的作品，卻在近年只能貢獻差強人意的商業製作。影片節奏以商業片的標準來說顯得有點慢，但影片對於克隆人的內心、克隆行為的道德性探索深刻。
银翼杀手,闻人林,推荐, 2016-07-16 06:32:53 ,1,诡异的电影。好多美女。每次有时间或者有必要给脑子换换血的时候都不幸挑了这种很费心神的。还不如冲个热水澡。另外，八十年代style真的是非常令人讨厌。将近结尾的惊悚那一段还蛮好的。
银翼杀手,黑骨精,力荐, 2013-02-24 23:42:40 ,0,自此开始，斯科特开创了新科幻电影的纪元，不同于卢卡斯的科幻形式，《银翼杀手》含蓄内敛，雕琢精致，喻涵丰富，虽不及《星球大战》的特效画面夺目，但对于科幻的表现形式有了新的突破，赛博朋克式的影像风格直接影响了后来的大部分科幻电影。当年不被人看好的这部大投资电影，也让邵氏的国际梦碎了。
银翼杀手,(๑⁼̴̀д⁼̴́๑),推荐, 2017-05-14 01:35:47 ,9,先进机器人发展到了连锁阶段，那些机器人实际上和人类完全相同，被称为复制人，这些复制人在体力、敏捷度和智慧上都不错，被人类用于外世界从事奴隶
银翼杀手,陆钓雪de飘飘,推荐, 2023-08-06 12:37:07 ,4,绝美的复制人弑父、雨夜和爱情。欧美人太爱喝青岛啤酒了。这赛博朋克金字塔、这斑点与蛇的舞台演出、这浮夸的Rachel的衣服、这前小丑女的哥特妆容、这窗前的接吻皆令人无比动容……
银翼杀手,且歌且走,力荐, 2007-12-08 20:14:39 ,0,"12/06/11 2nd
I've seen things you people wouldn't believe. Attack ships on fire off the shoulder of Orion.  I watched C-beams glitter in the dark near the Tannhauser Gate. All those moments will be lost in time like tears in rain."
银翼杀手,望仔放弃减肥了,推荐, 2012-11-22 16:56:38 ,2,没！看！懂！这片子是在讲对人性的探究吧？可是为什么觉得感觉好诡异，还是说我理解错误⋯⋯1982年的片子拍成这样简直是犯规！对男女主角完全无感，倒是Batty印象深刻的很，他的追问他的眷恋他的愤怒都不似一个印象中冰冷的人造人，尤其是最后他在雨里展露的微笑，比男主角这个正牌人类要温情太多
银翼杀手,Ivan,力荐, 2008-01-13 08:16:44 ,0,初中时有款相应的电子游戏，因此记住了这部电影。越看越有意思，虽然拍得不那么娱乐大片，但不少情节令人出人意料。哈里森福特真是最狼狈的男主角，里面的瑞秋很迷人，那几个反派复制人也很出彩。看的是《银翼杀手》25周年导演最终剪辑版（Blade Runner: the Final Cut），修复后的电影画质令我难以置
银翼杀手,whereiskurt,较差, 2012-04-01 21:20:31 ,4,"烂片一部.情节,表演,立意都极傻.除此以外,电影还从头到尾用一种毫无必要的慢速度进行,哈里森福特不是被打就是在寻求被打的路上,他的马子还有个丑到惊世骇俗的发型.评这片子真是浪费时间"
守望者,洋葱地窖@@@@@@,力荐, 2009-09-20 23:06:25 ,2562,超级英雄拍成这样已经极致了。。。
守望者,束,力荐, 2009-08-13 04:44:50 ,1886,这是一部经典的神作，必须反复看，好好学习，世界观、镜头、色彩、配乐，真棒！！这才叫漫画的魅力啊。
守望者,dirtyme,力荐, 2009-03-04 22:31:36 ,1149,一部满是英雄的反英雄主义电影，刷新了我对漫画改编电影的印象。过去的此类电影只管叙事和特效，而“守望者”成功塑造了人物。这是个惊喜。
守望者,花儿果果,推荐, 2009-07-26 14:44:04 ,3130,唯一获国际科幻大奖“雨果奖”的漫画，反映时代危机和反英雄的深刻内涵。“它没有了英雄主义，取而代之的是虚无、焦虑与失落，它不再是正邪分明的善恶大战，而是处在边缘，勉强称得上好人的人与更糟糕的人的斗争。”
守望者,Lan~die,推荐, 2009-09-23 04:42:37 ,1977,黑暗骑士后，漫画电影又一巅峰。
守望者,boks,力荐, 2009-04-11 01:12:32 ,816,原来漫画可以承载宏大叙事和政治哲学，v太明显了还没意识到，这片儿漫长而严肃的启发了一些事情。能缩短些更好，不影响味道的话
守望者,翡冷翠,2009-07-04 08:36:36, 2009-07-04 08:36:36 ,315,半小时内有效催眠
守望者,朋克布莱克,力荐, 2011-07-30 18:59:09 ,760,让人类团结起来的方法，就是制造一个威胁全球的神... 人果然有够贱！个人最共鸣的守望者应该是罗夏，他是爱憎分明的人，但以暴制暴的方式总会导致更多的恶性循环，所以亦一直让人踌躇不断，加之我也无法认同法老王和曼哈顿博士的牺牲少数论，到最后很可能只能像夜枭和丝灵那样，一声悲叹罢了。
守望者,同志亦凡人中文站,力荐, 2015-07-01 19:32:27 ,718,终极哲学终极剪辑终极震撼终极扎导，最好的超级英雄电影。
守望者,黄青蕉,力荐, 2012-09-21 00:19:42 ,697,第一次有3个小时的电影没让我快进的！屌爆！屌爆！除了屌爆我贫瘠的语言库没办法拍出别的马屁了
守望者,朝暮雪,力荐, 2012-08-18 01:33:56 ,546,"超级英雄团队一定不能有一个人太强，否则很容易拍烂。“他那么强，还要其它人干嘛？”
然而扎克·施奈德圆满完成了这项艰巨的任务，《守望者》非但不烂，反而还是超英天花板。
曼哈顿博士的存在并不会显得其它成员多余，恰恰相反，他并不是无敌的，他也有弱点。
世界上最智慧的人对他构成的威胁，不会比最智慧的白蚁对他的威胁大。
但偏偏就是他眼中的白蚁，对他造成了毁灭的打击。
曼哈顿博士和法老王的对战颇有一番超人大战蝙蝠侠的意味，一个凡人凭借智慧和谋略战胜了神。
法老王不仅战胜了对方，还让他成为了滥杀无辜的罪魁祸首；
而法老王自己，却成了将两个超级大国从冷战中撤离出来、给世界带来和平的英雄。
曼哈顿博士还不敢揭发他，因为揭发他就会葬送无数人的死所带来的和平。
“建立在谎言基础上的和平，也是和平”，又是一部《黑暗骑士》。"
守望者,长耳朵走来走去,力荐, 2012-07-31 23:31:29 ,443,几乎是我看过最好的超级英雄电影，说实在的比《复仇者联盟》牛太多了。前半部分太棒，所以无论结局如何大概都不会很满意。——不过还是想吐槽女主角何德何能……
守望者,伊谢尔伦的风,推荐, 2014-06-10 19:29:34 ,1515,我的视线一直无法从遛鸟博士的鸟上移开……
守望者,陀螺凡达可,还行, 2011-12-28 07:18:44 ,66,严肃的漫画英雄电影
守望者,光年‖影视歌三栖民工,力荐, 2009-07-15 11:58:49 ,366,背景情节设置和OST给我很多惊喜！
守望者,欢乐分裂,推荐, 2017-06-11 20:44:09 ,231,4.5；终剪版，可能是最好看的超英电影；穷途末路的英雄们，在生命意义的边缘徘徊，即使能拯救人类的生命，也无法拯救人类的心灵，阴郁的色调满是反英雄的黑暗戾气；洞穿未来的半神行走在茫茫宇宙，厌倦与虚空决定了永远不会有光明的结尾；插入动画好评，浓稠暗黑的鲜血。
守望者,六比特,还行, 2011-02-03 12:41:22 ,70,这部电影告诉我们，为什么要养成写日记的习惯。
守望者,恶魔的步调,力荐, 2009-07-12 16:11:51 ,297,怀旧主义者的政治理论。为什么我觉得这个也很适合让日本人拍成特摄片。听到All Along The Watchtower又High了。
守望者,托尼·王大拿,推荐, 2017-11-01 20:25:39 ,138,一部把施耐德的优缺点都充分放大的电影：在阿兰·摩尔雄厚的文本基础上，其对于原作主线精准的删改和补充使得整个故事更具影像化质感，片头更是可以竞逐史上最佳的候选；但叙事的拿捏实在是太差了，各种扎式升格、亮相造型和繁复细节无益于对密集信息的优化。
守望者,卢十四,推荐, 2011-10-23 19:30:41 ,126,似是而非的无聊大道理。难道我看一部超级英雄片就是为了看这些吗坟蛋！！！
守望者,艾小柯,推荐, 2009-04-05 15:07:47 ,90,Brilliant adaptation!
守望者,木由,力荐, 2016-05-17 23:38:24 ,345,我所能想象的最棒的英雄片。真实的可触的世界，英雄老矣，美人迟暮，一切都来得猝不及防，过瘾。被恐惧自我绑架的法老王，自我放逐的神，罗夏之死，丝灵二代的背弃。英雄也是人，是人就会陷进自己灵魂的黑夜，会坚持或幼稚或偏激的理念，最后被黑货船收割。难以自测的未来，这才是守望者迷人之处啊。
守望者,南桥下午睡,力荐, 2011-01-05 14:17:41 ,283,这才叫大片！
守望者,Peter Cat,推荐, 2017-12-09 07:20:48 ,55,塔科夫斯基的美漫通俗版，底本很好，分都是平庸导演减的
守望者,达斯佛™,推荐, 2009-07-03 14:45:18 ,69,超级英雄的反讽
守望者,托马斯.慢,较差, 2009-08-03 10:47:40 ,142,猫腻再多，也只是半个好电影
守望者,Andor-Genesis,力荐, 2009-08-11 02:09:15 ,177,打破了　热门＝愚蠢　的定律！～　确实是不可多得的严肃题材英雄电影！～　　英雄人物都有着这样那样的缺点，真实得要死！～
守望者,张天翼,力荐, 2011-11-23 15:58:00 ,127,3个小时零3分钟。就像，“从空气里变出金子”。
守望者,冰红深蓝,力荐, 2015-04-28 15:24:39 ,119,"史上最佳超级英雄电影！阿兰摩尔的原著在美漫里已是巅峰之作，思想性和广度秒杀漫威的主旋律作品，扎克·施耐德的电影质量更高:如黑色电影般的布光与氛围,慢动作与上帝视角,精妙的配乐以及多处对经典影片的致敬桥段,片头对历史与想象的无缝融合...对了,一定要看终极剪辑版！插入的动画超棒。（9.5/10）"
守望者,第五季,还行, 2022-04-05 18:53:33 ,33,"看了终极剪辑版，没必要，真的没必要。
好像是为了专供漫画粉丝一样，塞入大量没有背景介绍都看不懂的内容，处处是闪回，一场葬礼不知道闪了多少次才讲完。想要用一部电影讲清楚时间跨度那么大，涉及人物那么多的故事，即使剪三个小时也讲不明白。
更何况本身内容相当一般，差不多的内核，黑暗骑士都用不了这么长的片长。非常装腔作势，看似在讨论特别宏大深刻的话题，实则到结尾前，黑暗的主题都只是浮于台词。
完全失衡的篇幅，导致主次不清，大量的事件全都草草带过，让人觉得所有事情都没有意义。核战一触即发，谁在陷害曼哈顿博士，都丝毫不能让人觉得有多重要。这就让人物一本正经的行为，在观众眼里都只是在走过场而已。
看了那么多部扎克施耐德的电影，一句话总结，只会卖弄，毫无节制，基本的导演能力欠缺。"
守望者,Hanly,力荐, 2022-02-28 23:29:39 ,76,"说到理想主义者，我特别特别喜欢罗夏，他为了自己的坚守宁愿死。你让他从头再选一遍，一百遍，他一样会做出同样的选择。
这样的人太酷了，太绝了，人性极致的光辉在他们身上熠熠闪耀。热烈，生猛，鲜活，像一道不惧碾压刺入黑暗的光，在摧枯拉朽的庞大机器面前，依然坚定地选择与鸡蛋站在一起。
我永远敬佩这明知不可为而为的孤勇和决绝，永远倾慕这腔赤诚不计回报的爱。"
守望者,汽车大师,推荐, 2009-07-11 10:36:26 ,33,"先拿了张剧场版看了；
不失所望，毕竟是异常地忠于原著，唯一一处大改动合理性胜过了漫画；
问题还是在snyder身上，慢镜头多得发指，动作戏成了最弱的一环，大量的血腥镜头也没什么必要性；
另外，对歌曲的引用是应了漫画每话的题字，但放在电影里实在是不登对，如果能照搬motion co"
守望者,xlL,很差, 2018-09-08 13:40:30 ,22,没人觉得守望者充满了冷战后美国人世界英雄自我认知缺失的失落感发酵出矫情和自大交织而成的陈词滥调么（英雄都渴望一个失序的世界供其玩耍 可呸 普通人并不想
守望者,楚恻,还行, 2009-08-03 15:00:06 ,49,3个小时，看得我心力交瘁。
守望者,扭腰客,力荐, 2010-05-26 03:35:50 ,72,好是好，太他妈的长了
守望者,有心打扰,推荐, 2016-11-02 02:10:43 ,68,1.看的215 分钟(终极剪辑版)；2.配乐太酷了；3.架空冷战历史，这是给成人看的超级英雄片，相当严肃，看完这部竟开始有点想看漫威的超级英雄片；4.穿插的漫画部分，也是引人深思；5.“高贵的意图却将我引向了暴行，心中的义愤引发了我的幻想，那可怕的图谋只是我的妄想。”
守望者,席德,推荐, 2017-04-21 07:58:16 ,52,一群人穿着紧身衣打架，却让观众思考自由意志、存在意义和道德代价，国家与人类，男权社会中女性的生存……对片中角色的偏好可以做成意识形态光谱了：偏爱笑匠的是犬儒；偏爱罗夏的是意志论者；偏爱曼哈顿的是宇宙悲观主义；偏爱法老王的是 基佬/ 颜狗/ 马基雅维利主义者……忘了狼3吧这才是漫改最佳。
守望者,nikki,推荐, 2012-12-13 20:26:23 ,25,（看的是215分版本）很特别的英雄电影，跟以往看过的任何一部都不一样，它在镜头跟人物跟年代感方面都拍得认真，但因为人物众多的关系，对于不是FANS来讲还是看得非常一头雾水，故减一星
守望者,行,较差, 2012-09-24 16:36:49 ,39,好在哪？
守望者,连城易脆,力荐, 2020-06-14 22:18:53 ,34,原著是唯一以漫画体裁拿到雨果奖的作品，可见故事本身的文学性甚至是哲学性是极强的，电影拥有了一个相当不错的地基，而扎导则用他油浓一样的色调、精妙绝伦的剪辑、恰到好处的配乐构建了超英漫改电影的神圣标杆！DC神作名副其实。以冷战为代表的大历史背景更赋予了电影宏大的史诗感，针对生与死、人与社会的宏大命题分别透过代表玩世不恭的笑匠、代表替电车难题做出选择的法老王、代表普通人视角的夜枭丝魂二代、代表理想主义者的罗夏、代表全知全能的神的视角分别给出他们的看法，并结合穿插的黑货船漫画作为电影的注脚，震撼人心、令人回味、隽永悠长。当然3个半小时的时长，还有丰富的叙事手法和驳杂的历史背景细节对大多数非原著粉丝来说，审美门槛较高，会存在接受无能的情况。不过没有关系，彼之蜜糖汝之砒霜，真正喜欢的我想一定会甘之如饴。
守望者,西西弗假面,力荐, 2015-03-08 17:23:18 ,43,#这片让我彻底对豆瓣评分失望了#个人的满分电影，逼格最高的超级英雄作品。荒诞主题+冷战背景+悲剧英雄+经典配乐+科幻经典+马基雅维利式的“BOSS”，这些随便一个我都能给5星，再虚伪的和平也是和平，黑货船的故事加到里面非常有味道，要说黑点，我只能说女主胸实在太小了-。-
守望者,思路乐,推荐, 2016-12-30 20:06:58 ,24,【B+】影史最牛逼片头，没有之一。
守望者,蚂蚁没问题,力荐, 2011-07-05 21:32:03 ,17,看到中途觉得评论写“羡慕曼哈顿博士，生气了可以回火星”就好，看完了觉得太轻率了，这真是一部好电影啊，三个小时看得各种爽，头一遭体会到为什么superhero电影在国外这么火了，btw，这些英雄我还都挺喜欢的，除了生气了可以回火星的曼哈顿博士和惹他生气回火星的女友。夜枭罗夏赛高！
守望者,徐若风,力荐, 2014-02-12 15:55:01 ,25,215 分钟终极剪辑版。最好的超级英雄电影。
守望者,王小能,力荐, 2018-03-20 14:05:07 ,31,睡不着觉的晚上，索性起来看了个近四小时的完全版。炸裂。黑货船漫画也炸裂。把几年前看删减版时因为年轻和极度愚蠢而没有体验到的很多感情重新体验了一遍，排山倒海。
守望者,danver,推荐, 2012-02-01 00:41:03 ,34,不谈原著的话，导演把这个故事讲圆了，尤其是夜枭和罗夏相当出彩。问题比较大的是节奏怪异，看得有些吃力。当初公映的时候缺少黑船的段落想必会晦涩得多。结合漫画介绍来看我同意超级电脑不看原著无法理解的观点，这部电影给了个太粗略的纲要以至于所有的情节都浮光掠影地掠过了，这一点看得非常痛苦。
守望者,亵渎电影,还行, 2020-05-26 17:29:10 ,28,第三遍看下来，觉得扎导很一般。
守望者,砖头Ⓥ茅坑,力荐, 2009-10-05 21:47:23 ,35,这是一部科幻片、黑狱片、动作片、爱情片……既有血肉模糊，又有圈圈叉叉～特别是，如果你在前半小时没有睡着的话，那么你会被sound of silence唤醒的～
守望者,JeanChristophe,还行, 2018-07-17 19:45:27 ,27,"两星半. 多少有点不值……成功证明了一部三个半小时的电影同样可以是平庸之作. 无论多少暴力美学,低调摄影,老歌串烧还是磁性旁白都掩盖不了叙事的冗长乏味与主题呈现的笨拙无力; 如果这是同类电影中的最佳作品,那么只能说明漫画与漫改电影并非严肃世界观或所谓哲学的合适载体. 最后,凡是被片中政治议题,社会罪恶,人性阴暗面与虚假的责任悖论弄得高潮迭起的观众,都该看十遍《出租车司机》和《奇爱博士》洗洗脑子."
守望者,冷冷内含光,力荐, 2021-06-24 00:04:23 ,19,法老王精英主义，罗夏是理想主义，夜枭犬儒主义。这个世界上能清醒到意识到改变世界的人，只有这几类。
守望者,TimberNord,还行, 2012-05-23 14:17:09 ,21,你妹，只觉得这部电影好长，其中有一段激情戏不错，背景音乐是哈利路亚
守望者,米粒,力荐, 2010-11-07 11:23:16 ,24,很精彩，很暴力，关键是它还传达了一种哲学和世界观…或许只有漫画电影才能做到
守望者,淡島百景,力荐, 2015-04-29 16:39:46 ,21,羅夏真遠邪（比黃金時代還長半個小時，眼神死
守望者,刘康康,力荐, 2011-10-05 01:10:22 ,11,也许这部电影在叙事和故事构架上还有太多问题，也许作者的文化自恋倾向过于严重以至于对故事背景不了解的人会看得晕头转向，但这依然是一部值得诠释和分析的作品。毫无疑问本片受到前一年诺兰的《黑暗骑士》的影响，导演力图达到一个更高的高峰，可惜故事的过于超前导致适得其反。
守望者,初音求官者,力荐, 2019-12-28 18:50:50 ,13,9.6分，我几乎能改变一切，但我改变不了人类的本性。我心中DC的NO. 1，胜过了诺兰的《黑暗骑士》。《黑暗骑士》只是胜在时间短与通俗易懂，现在《守望者》分数这么低只是因为当初被删了许多导致的，要看就看3个半小时版的。其实豆瓣上许多8分的电影比9分好，9分的电影胜在下里巴人易于被人们接受，而许多8分的电影阳春白雪其思想超脱了那个年代，不易那么被当时的人接受。《守望者》是超级英雄电影里最最杰出的作品，没有之一。
守望者,贝果在唱歌,推荐, 2015-08-14 22:55:54 ,33,没想到一部超级英雄电影搞得这么深刻，堪比福音战士。。
守望者,Ocap,力荐, 2013-11-17 18:29:19 ,16,憋了很久还专门买蓝光来欣赏，最终稍不如预期。施奈德不断运用绚丽场景和浮夸名曲来掩饰叙事技巧和人物揣摩的不足，但有趣的是这并不令人反胃，甚至有时还挺吸引人。不禁联想到，他和与其风格完全相反的诺兰合作《钢铁之躯》，或许两个极端结合就只能造就平庸吧。→16.8.29重看五星，见长评。
守望者,墓岛GRAVELAND,力荐, 2016-02-14 17:13:26 ,16,表面上看，《守》的形式类似漫威的《X战警》或《复仇者联盟》，可是导演却利用文学性很强的台词及黑暗的基调赋予了一种前两者欠缺的一种建立在后冷战时期的时代悲剧与厚重感，每一个角色的刻画极度传神，仿佛《水浒传》般的”反英雄“色彩，令人心痛的结尾，嗟乎！”和平“莫非真的需要用谎言维系？
守望者,安蓝·怪伯爵𓆝𓆟𓆜,较差, 2010-03-22 00:57:19 ,25,MG同学为了看你俺忍了这三个半小时阿。结果你出来连半个小时都没有啊！你倒早说阿！
守望者,汪金卫,力荐, 2010-12-24 05:45:59 ,21,天啊，我居然在凌晨把他一次性看完了！我看的可是185分钟终极剪辑版啊！这是一部伟大的电影！开场伴随鲍勃迪伦的Music，肯尼迪遇刺的完美还原就让我泪流满面了。而对80年代的还原让我感到无比欢愉！那是一个没有手机，没有电脑的年代。有的，只是超级英雄和作为背景不经意出现的世贸双子楼！
守望者,嘟嘟熊之父,推荐, 2020-05-24 14:58:49 ,27,Annihilation和Extinction的区别。所有人都迷失在悲观主义的阴霾之中，但即便是无可扭转之悲剧，也存在放浪（笑匠）、暴虐（罗夏）、道义（夜枭）、感性（丝魂）、傲慢（法老王）和虚无（曼哈顿博士）之分。冷战的结束不意味着迎来和平，而是短暂的平衡建立在假象之上，更深层次的焦虑成为不可言说又显而易见的火苗，静待又一场轮回。扎克·施奈德的严肃是真的严肃，他大概没有意识到，喜剧往往代表着一种更高级的哲学之力。
守望者,易老邪,推荐, 2012-10-17 19:28:08 ,18,充满感伤情绪的超级英雄片，可惜结尾太逊。
守望者,卡里加里博士,力荐, 2016-04-03 19:06:10 ,11,直线叙事，还原漫画的主线部分，故事讲得很清晰很好懂，导演终极剪辑版中有《黑货船传奇》的交叉叙事，不过还是去除了漫画中循环混乱的时间线，比漫画还是逊色许多，而且并没有像超蝙一样的多部漫画大手笔整体重构以及加入隐形的叙事结构，画面很美但是缺乏交叉剪辑，映射，所以整体显得简单保守
守望者,✨Lachesis,力荐, 2013-12-27 01:32:33 ,12,古典的自然正义输给了功利主义者的正义啊。预感到罗尔斯有话说……p.s.果断成为罗夏脑残粉= =
守望者,乌鸦火堂,还行, 2011-06-12 03:01:05 ,150,最终剪辑版，3小时35分钟，细节和考究方面很独到，人物刻画很细致，哲学理论和社会观跟清晰，摄影最值得称道。但太拖沓又玩深沉叙事有问题是不争的事实，扎克施奈德要好好学一下如何将故事说的更加生动而不是用画面掩盖
守望者,嘤,力荐, 2021-03-22 01:22:38 ,29,三个半小时的终极剪辑版，一场疯狂而恐怖的观影体验，看完顿觉其它超英片都成了儿童剧，私以为比诺兰蝙蝠侠三部曲有过之而无不及。
守望者,恶魔奶爸Sam,力荐, 2016-07-24 11:42:05 ,15,十颗星~
守望者,囧叔,推荐, 2012-10-01 16:28:16 ,19,看了三个小时的眼花缭乱的无下限世界观
守望者,John Coey,力荐, 2016-11-15 11:59:58 ,8,扎克的隱問風格之後也在超蝙中出現，羅夏這位懲罰者般的老保守孤行俠恐怕是眾人中最“始終如一”的一位，從沒向時局低頭過，但這也表示他是最活不長的一位。
守望者,左胸上的吸盘,较差, 2020-01-11 22:13:11 ,18,勉强两分。163分钟版，再长的版本就更无法忍受了，架构上应该是部电视剧，平铺直叙，叙述视角经常变化，但不变的是所有人都用低沉、缓慢的黑色电影腔调念台词。内容还是DC漫画的老一套：我是个超人，我活在焦虑里。于是所有人紧锁眉头，呈现出一种心如刀绞的时间太长于是憔悴不堪的状态，不过他们困扰的那些问题其实对我来说还是属于鸡毛蒜皮的范畴。刨除了这些杀时间的玩深沉桥段，本片主干剧情很简单：几个沉沦、过气的守望者被时代抛弃被人算计，他们振作起来重新做人，破坏前同伙的杀戮式和平主义。从形式到内容，都毫无突破。不知它拍两三个小时是想干什么？火星上的那些画面，画的比较拙劣，09年的技术水平可不是这样的。有几个血腥镜头能提提神，施耐德的造型风格也比较凸显，但这个片子，观感上湿哒哒软塌塌，精神上像个性无能的病秧子
守望者,舌在足矣,力荐, 2012-12-12 09:25:33 ,12,超级英雄的《西部往事》
守望者,塘朗一姐小渡边,推荐, 2017-04-12 08:56:00 ,12,比起《妇联》、《蜘蛛侠大战金刚葫芦妹》、《七仙女狂扁钢铁侠》、《绿巨人操翻奇异博士》……这类超级英雄大乱斗类型片的进步之处在于出世的超人观，但是这种哲学的论调回归到‘人性’进行反驳又总感觉说不通，随便看看还是挺好的，还能当GV看
